306.1733490 +16.7745184     82587.66     368.7895 hatp23b.00000001.out.fits	00:39:55.572        	
306.1733762 +16.7745248     149341.4      343.374 hatp23b.00000002.out.fits	00:41:00.354        	
306.1734051 +16.7745369     131136.1     347.0026 hatp23b.00000003.out.fits	00:42:05.136        	
306.1733563 +16.7745344     138328.6     345.8548 hatp23b.00000004.out.fits	00:43:09.918        	
306.1733580 +16.7745478       158690     338.0265 hatp23b.00000005.out.fits	00:44:14.699        	
306.1733758 +16.7745576     157883.8     339.2844 hatp23b.00000006.out.fits	00:45:19.496        	
306.1734416 +16.7745473     156379.8     340.1188 hatp23b.00000007.out.fits	00:46:24.262        	
306.1734507 +16.7745689     158280.9     345.1249 hatp23b.00000008.out.fits	00:47:29.075        	
306.1734456 +16.7745686     160342.1     336.0508 hatp23b.00000009.out.fits	00:48:33.873        	
306.1734428 +16.7745693     160036.5     336.3163 hatp23b.00000010.out.fits	00:49:38.655        	
306.1734490 +16.7745647     157817.2     335.9707 hatp23b.00000011.out.fits	00:50:43.436        	
306.1734573 +16.7745694     158530.8     335.5851 hatp23b.00000012.out.fits	00:51:48.202        	
306.1734659 +16.7745623     158898.6     335.2694 hatp23b.00000013.out.fits	00:52:53.001        	
306.1734478 +16.7745579     159128.6     335.5983 hatp23b.00000014.out.fits	00:53:57.783        	
306.1734552 +16.7745603     159830.1     336.0806 hatp23b.00000015.out.fits	00:55:02.533        	
306.1734509 +16.7745580       160258     336.0593 hatp23b.00000016.out.fits	00:56:07.283        	
306.1734575 +16.7745683     159428.5     335.6792 hatp23b.00000017.out.fits	00:57:12.018        	
306.1734344 +16.7745651       160089     336.0881 hatp23b.00000018.out.fits	00:58:16.768        	
306.1734463 +16.7745550     157333.2     334.3067 hatp23b.00000019.out.fits	00:59:21.566        	
306.1734402 +16.7745715     160112.1     335.9898 hatp23b.00000020.out.fits	01:00:26.332        	
306.1734568 +16.7745489     161627.8     336.7645 hatp23b.00000021.out.fits	01:01:31.113        	
306.1734656 +16.7745551     161413.1     336.5557 hatp23b.00000022.out.fits	01:02:35.895        	
306.1734394 +16.7745537     161532.7     336.9621 hatp23b.00000023.out.fits	01:03:40.676        	
306.1734433 +16.7745614     161156.1     336.5591 hatp23b.00000024.out.fits	01:04:45.458        	
306.1734296 +16.7745570     161666.7     336.9084 hatp23b.00000025.out.fits	01:05:50.224        	
306.1734508 +16.7745568     159579.9     336.6017 hatp23b.00000026.out.fits	01:06:55.006        	
306.1734747 +16.7745687     152974.8     337.4478 hatp23b.00000027.out.fits	01:07:59.787        	
306.1733939 +16.7745141     153009.5     336.7613 hatp23b.00000028.out.fits	01:09:04.569        	
306.1734033 +16.7745068     147347.7     337.8163 hatp23b.00000029.out.fits	01:10:09.350        	
306.1733730 +16.7745010     151296.5     341.9249 hatp23b.00000030.out.fits	01:11:14.148        	
306.1734021 +16.7745069     160951.9     338.1521 hatp23b.00000031.out.fits	01:12:18.929        	
306.1734028 +16.7745100     137309.8     335.5342 hatp23b.00000032.out.fits	01:13:23.711        	
306.1734017 +16.7745143     146336.8     335.6757 hatp23b.00000033.out.fits	01:14:28.493        	
306.1733866 +16.7744994     140748.2      339.935 hatp23b.00000034.out.fits	01:15:33.259        	
306.1734022 +16.7745031     163408.8     340.4936 hatp23b.00000035.out.fits	01:16:38.025        	
306.1734000 +16.7744982     163230.6     337.6941 hatp23b.00000036.out.fits	01:17:42.791        	
306.1734011 +16.7745146       161356     336.5197 hatp23b.00000037.out.fits	01:18:47.573        	
306.1733907 +16.7745157     161509.4     337.4392 hatp23b.00000038.out.fits	01:19:52.339        	
306.1733848 +16.7745001     160940.3     336.3845 hatp23b.00000039.out.fits	01:20:57.120        	
306.1734080 +16.7744953     162290.3     337.1379 hatp23b.00000040.out.fits	01:22:01.902        	
306.1733879 +16.7745053       158799     333.6469 hatp23b.00000041.out.fits	01:23:06.699        	
306.1733771 +16.7744904       162615     335.7212 hatp23b.00000042.out.fits	01:24:11.496        	
306.1733938 +16.7744814     163289.8     332.3301 hatp23b.00000043.out.fits	01:25:16.262        	
306.1733797 +16.7745084     162744.8      331.318 hatp23b.00000044.out.fits	01:26:21.028        	
306.1733967 +16.7745150       164322      332.189 hatp23b.00000045.out.fits	01:27:25.826        	
306.1733962 +16.7745171     163569.2     331.2165 hatp23b.00000046.out.fits	01:28:30.592        	
306.1733858 +16.7745005     163552.7     330.8308 hatp23b.00000047.out.fits	01:29:35.358        	
306.1733859 +16.7745015     162170.3     331.5921 hatp23b.00000048.out.fits	01:30:40.154        	
306.1733875 +16.7745071     147865.9     330.6045 hatp23b.00000049.out.fits	01:31:44.921        	
306.1733720 +16.7744949     161340.9     329.9279 hatp23b.00000050.out.fits	01:32:49.706        	
306.1733755 +16.7745245     161480.5     329.9332 hatp23b.00000051.out.fits	01:33:54.503        	
306.1733717 +16.7745166     160318.6     332.0107 hatp23b.00000052.out.fits	01:34:59.293        	
