306.2072257 +16.7279283     40508.19     340.8398 hatp23b.00000001.out.fits	00:39:55.572        	
306.2072631 +16.7279145     74756.45     286.1365 hatp23b.00000002.out.fits	00:41:00.354        	
306.2072850 +16.7278902      65390.6     297.2624 hatp23b.00000003.out.fits	00:42:05.136        	
306.2072536 +16.7279124     68940.34     292.7304 hatp23b.00000004.out.fits	00:43:09.918        	
306.2072380 +16.7279346      78393.2     274.4295 hatp23b.00000005.out.fits	00:44:14.699        	
306.2072879 +16.7279418     78259.68     276.4095 hatp23b.00000006.out.fits	00:45:19.496        	
306.2073295 +16.7279319     76924.23     277.7422 hatp23b.00000007.out.fits	00:46:24.262        	
306.2073592 +16.7279532     78622.96     283.6807 hatp23b.00000008.out.fits	00:47:29.075        	
306.2073470 +16.7279528        79756      272.231 hatp23b.00000009.out.fits	00:48:33.873        	
306.2073298 +16.7279566     79197.22     271.9851 hatp23b.00000010.out.fits	00:49:38.655        	
306.2073338 +16.7279403     78976.06     273.2393 hatp23b.00000011.out.fits	00:50:43.436        	
306.2073324 +16.7279635     79833.21     272.6902 hatp23b.00000012.out.fits	00:51:48.202        	
306.2073304 +16.7279541     79306.96     271.4036 hatp23b.00000013.out.fits	00:52:53.001        	
306.2073226 +16.7279349     79661.95     272.1216 hatp23b.00000014.out.fits	00:53:57.783        	
306.2073384 +16.7279620     79473.81     271.9732 hatp23b.00000015.out.fits	00:55:02.533        	
306.2073392 +16.7279478     79865.45     271.9142 hatp23b.00000016.out.fits	00:56:07.283        	
306.2073430 +16.7279560     78987.63     271.1006 hatp23b.00000017.out.fits	00:57:12.018        	
306.2073362 +16.7279395     79442.78      271.574 hatp23b.00000018.out.fits	00:58:16.768        	
306.2073202 +16.7279620     78027.52     270.8722 hatp23b.00000019.out.fits	00:59:21.566        	
306.2073275 +16.7279512      79344.2     271.5926 hatp23b.00000020.out.fits	01:00:26.332        	
306.2073436 +16.7279387     80536.56      272.064 hatp23b.00000021.out.fits	01:01:31.113        	
306.2073498 +16.7279323     80476.41     271.8447 hatp23b.00000022.out.fits	01:02:35.895        	
306.2073342 +16.7279358     79885.91     271.8126 hatp23b.00000023.out.fits	01:03:40.676        	
306.2073333 +16.7279577        79242     271.2227 hatp23b.00000024.out.fits	01:04:45.458        	
306.2073220 +16.7279496      80122.1     271.9364 hatp23b.00000025.out.fits	01:05:50.224        	
306.2073437 +16.7279354     79190.53     272.5881 hatp23b.00000026.out.fits	01:06:55.006        	
306.2073537 +16.7279509     76727.55     277.1775 hatp23b.00000027.out.fits	01:07:59.787        	
306.2072692 +16.7278651     76324.39     275.9571 hatp23b.00000028.out.fits	01:09:04.569        	
306.2072725 +16.7278749     73674.32     279.8629 hatp23b.00000029.out.fits	01:10:09.350        	
306.2072270 +16.7278886     75466.05     282.7278 hatp23b.00000030.out.fits	01:11:14.148        	
306.2072805 +16.7278794     80572.74     274.4591 hatp23b.00000031.out.fits	01:12:18.929        	
306.2072844 +16.7278791     68493.24     281.5724 hatp23b.00000032.out.fits	01:13:23.711        	
306.2072538 +16.7278916     69057.05     283.5971 hatp23b.00000033.out.fits	01:14:28.493        	
306.2072701 +16.7278826     81432.16     275.9373 hatp23b.00000034.out.fits	01:15:33.259        	
306.2072738 +16.7278596     80478.16     271.7343 hatp23b.00000035.out.fits	01:16:38.025        	
