306.1507340 +16.8051701     53455.86     349.8327 hatp23b.00000001.out.fits	00:39:55.572        	
306.1507893 +16.8051710     94590.14     302.2043 hatp23b.00000002.out.fits	00:41:00.354        	
306.1507919 +16.8051982     83640.71      311.808 hatp23b.00000003.out.fits	00:42:05.136        	
306.1507513 +16.8052068      88295.8     308.3617 hatp23b.00000004.out.fits	00:43:09.918        	
306.1507508 +16.8052003     100977.2      293.384 hatp23b.00000005.out.fits	00:44:14.699        	
306.1507803 +16.8052033     100243.3      295.183 hatp23b.00000006.out.fits	00:45:19.496        	
306.1508269 +16.8052279     100415.3     297.6151 hatp23b.00000007.out.fits	00:46:24.262        	
306.1508537 +16.8052131     101545.7      302.605 hatp23b.00000008.out.fits	00:47:29.075        	
306.1508506 +16.8052238     102895.8     292.1346 hatp23b.00000009.out.fits	00:48:33.873        	
306.1508537 +16.8052113     102281.2     292.1407 hatp23b.00000010.out.fits	00:49:38.655        	
306.1508566 +16.8052085     101300.4     292.3506 hatp23b.00000011.out.fits	00:50:43.436        	
306.1508484 +16.8052426     101545.4     291.2348 hatp23b.00000012.out.fits	00:51:48.202        	
306.1508194 +16.8052929     106791.9      295.699 hatp23b.00000013.out.fits	00:52:53.001        	
306.1508349 +16.8052177     102289.6     291.6067 hatp23b.00000014.out.fits	00:53:57.783        	
306.1508435 +16.8052291     101161.3     290.6843 hatp23b.00000015.out.fits	00:55:02.533        	
306.1508580 +16.8052094     102288.8     291.1503 hatp23b.00000016.out.fits	00:56:07.283        	
306.1508585 +16.8052161       101339     290.9849 hatp23b.00000017.out.fits	00:57:12.018        	
306.1508425 +16.8052198     101856.3     290.7776 hatp23b.00000018.out.fits	00:58:16.768        	
306.1508489 +16.8052138     101167.2     290.7752 hatp23b.00000019.out.fits	00:59:21.566        	
306.1508623 +16.8052226       102428     291.5396 hatp23b.00000020.out.fits	01:00:26.332        	
306.1508566 +16.8052212     102515.4     291.1045 hatp23b.00000021.out.fits	01:01:31.113        	
306.1508571 +16.8052105     103225.9     291.6799 hatp23b.00000022.out.fits	01:02:35.895        	
306.1508413 +16.8052143     103148.6      291.847 hatp23b.00000023.out.fits	01:03:40.676        	
306.1508352 +16.8052266     102614.2      291.435 hatp23b.00000024.out.fits	01:04:45.458        	
